incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
4226,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,24,11,2008,14.195333,49.984167,1,imb,josco_suzhou,hong_kong,710,2,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,1,0.253472222
4227,,actual,boarded,nigeria,nigeria,475,"lagos_anchorage,_nigeria",26,11,2008,6.316667,3.34,1,imb,seychelles_pride,seychelles,591,3,anchored,unspecified,1,knives,3,1,0,1,0,2,1,2,4,0.1875
4229,,actual,hijacked,yemen,yemen,679,gulf_of_aden,28,11,2008,13.9,49.15,1,imb,biscaglia,liberia,450,3,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,1,1,4,0.199305556
4228,,actual,boarded,vietnam,vietnam,816,"vung_tau_outer_anchorage,_vietnam",28,11,2008,10.268333,107.036667,1,imb,bbc_orinoco,antigua_&_barbuda,58,6,anchored,6,1,knives,4,1,0,1,0,2,1,2,3,0.826388889
4230,,attempted,,yemen,yemen,679,gulf_of_aden,29,11,2008,12.333333,44.183333,1,imb,tai_shun_hai,china,710,2,steaming,10,1,"guns,_rpgs",3,1,0,1,0,1,0,-99,4,0.222222222
4231,,attempted,,yemen,yemen,679,gulf_of_aden,29,11,2008,13.9,49.433333,1,imb,neverland,italy,325,8,steaming,30,1,guns,3,1,0,1,0,1,0,-99,4,0.125
4232,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,30,11,2008,14.045,49.728333,1,imb,nautica,marshall_islands,983,9,steaming,6,1,guns,4,1,0,1,0,1,0,3,4,0.227777778
4233,,actual,boarded,malaysia,malaysia,820,"7.3nm_off_teluk_juara,_e_of_pulau_tioman,_malaysia",1,12,2008,2.85,104.316667,1,imb,entebe_star_21,singapore,830,1,steaming,10,1,knives,4,1,0,1,0,1,1,2,3,0.875
4234,,actual,boarded,ghana,ghana,452,"tema_anchorage,_ghana_(used_coordinates_from_other_incidents)",2,12,2008,5.617,-0.016667,2,imb,afrodite,bahamas,31,8,anchored,4,0,none,0,0,0,1,0,2,1,2,4,0.104166667
4235,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,3,12,2008,12.9915,47.692667,1,imb,ginga_saker,panama,95,3,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,4,0.179861111
4236,,attempted,fired_upon,seychelles,seychelles,591,off_southern_somalia,6,12,2008,-6.7,46.966667,1,imb,maersk_regensburg,hong_kong,710,4,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,0,3,1,0.4875
4237,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia_(used_coordinates_from_other_incidents)",6,12,2008,3.918333,98.781667,2,imb,conti_guinea,germany,255,3,anchored,unspecified,0,unknown,0,0,0,0,0,2,1,2,4,0.072916667
4238,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage_a,_bangladesh",11,12,2008,22.25,91.733333,1,imb,tulum,marshall_islands,983,8,anchored,6,1,knives,3,1,0,1,0,2,1,2,4,0.070833333
4239,,attempted,,yemen,yemen,679,gulf_of_aden,12,12,2008,13.516667,48.65,1,imb,ionian_sea,singapore,830,8,steaming,7,1,"guns,_rpgs",3,1,0,1,0,1,0,-99,1,0.486111111
4240,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,12,12,2008,13.545,48.625,1,imb,altair,panama,95,6,steaming,8,1,"guns,_rpgs",4,1,0,1,0,1,0,3,2,0.508333333
4241,,attempted,fired_upon,yemen,yemen,679,"31nm_sw_of_ras_al_kalb,_gulf_of_aden",13,12,2008,13.716667,48.283333,1,imb,conti_express,cyprus,352,6,steaming,5,1,"guns,_rpgs",4,1,0,1,0,1,0,3,1,0.489583333
4242,,attempted,fired_upon,nigeria,nigeria,475,"41nm_s_of_bonny_river,_nigeria",16,12,2008,3.721667,7.23,1,imb,ekturus,united_kingdom,200,8,steaming,18,1,guns,4,1,0,1,0,1,0,3,1,0.319444444
4243,,actual,hijacked,yemen,yemen,679,gulf_of_aden,16,12,2008,13.347,47.9605,1,imb,bosphorus_prodigy,antigua_&_barbuda,58,6,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,1,1,1,0.377777778
4244,,actual,hijacked,yemen,yemen,679,gulf_of_aden,16,12,2008,13.9,49.65,1,imb,masindra_7_&_amd_1,malaysia,820,1,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,1,0.302083333
4245,,actual,boarded,yemen,yemen,679,gulf_of_aden,17,12,2008,14.466667,51.6,1,imb,zhen_hua_4,st._vincent_&_grenadines,58,0,steaming,9,1,unspecified,4,1,0,1,0,1,1,2,4,0.179861111
4246,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage_b,_bangladesh",20,12,2008,22.239833,91.7405,1,imb,a_elephant,liberia,450,8,anchored,unspecified,1,unspecified,3,1,0,1,0,2,1,2,4,0.152777778
4247,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,25,12,2008,14.228667,50.850833,1,imb,wadi_alarab,egypt,651,2,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,1,0.321527778
4248,,actual,boarded,vietnam,vietnam,816,"mid_steam_of_saigon_river,_vietnam",25,12,2008,10.687,106.76,1,imb,eugenia_b,malta,338,2,anchored,2,0,unknown,0,0,0,1,0,2,1,2,4,0.020833333
4249,,actual,boarded,brazil,brazil,140,"bahia_de_todos_os_santos,_brazil_(located_port_coordinates)",26,12,2008,-12.974333,-38.520333,2,imb,maclow,france,220,9,anchored,2,1,unspecified,4,1,0,1,0,2,1,2,-99,
4250,,actual,boarded,malaysia,malaysia,820,"johor_outer_port_limits,_malaysia",26,12,2008,1.300833,104.148333,1,imb,allied_centurion,malaysia,820,0,anchored,6,1,unspecified,4,1,0,1,0,2,1,2,4,0.152777778
4251,,actual,boarded,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage,_peru",28,12,2008,-12.031667,-77.185,1,imb,velebit,croatia,344,2,anchored,10,0,none,4,1,0,1,0,2,1,2,3,0.826388889
4252,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,31,12,2008,13.133333,47.45,1,imb,s._venus,panama,95,2,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,2,0.5625
4254,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,14.35,50.566667,1,imb,s._venus,panama,95,2,steaming,6,1,automatic_weapons_and_rpg,0,0,1,1,0,1,0,-99,1,0.3125
4255,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,14.391667,51.243333,1,imb,cristina_a,turkey,640,4,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,1,0.329861111
4253,,actual,hijacked,yemen,yemen,679,gulf_of_aden,1,1,2009,13.916667,48.966667,1,imb,blue_star,st._kitts_and_nevis,60,6,steaming,unspecified,1,unspecified,0,0,0,1,1,1,1,1,1,0.324305556
4256,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,13.883333,49.483333,1,imb,corina,panama,95,2,steaming,4,1,unspecified,1,1,1,1,0,1,0,-99,2,0.520833333
4257,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,14.603333,51.116667,1,imb,super_star_iii,panama,95,10,steaming,8,1,guns_and_rpg,0,0,1,1,0,1,0,-99,2,0.729166667
4258,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,14.783333,51.783333,1,imb,s._venus,panama,95,2,steaming,unspecified,1,automatic_weapons_and_rpg,1,1,1,1,0,1,0,-99,2,0.586805556
4259,,attempted,,yemen,yemen,679,gulf_of_aden,1,1,2009,13.083333,47.05,1,imb,abul_kalam_azad,india,750,8,steaming,unspecified,1,automatic_weapons,1,1,1,1,0,1,0,-99,4,0.150694444
4260,,attempted,,yemen,yemen,679,gulf_of_aden,2,1,2009,13.7,50.65,1,imb,kriti_episkopi,greece,350,8,steaming,unspecified,1,unspecified,1,1,1,1,0,1,0,-99,1,0.338194444
4261,,attempted,,yemen,yemen,679,gulf_of_aden,2,1,2009,14.315,50.866667,1,imb,samanyolu,antilles_netherlands,210,6,steaming,5,1,rpg_and_guns,1,1,1,1,0,1,0,-99,1,0.347222222
4262,,attempted,,yemen,yemen,679,gulf_of_aden,2,1,2009,13.183333,47.541667,1,imb,king_daniel,marshall_islands,983,8,steaming,unspecified,1,unspecified,1,1,1,1,0,1,0,-99,4,0.185416667
4263,,attempted,,yemen,yemen,679,gulf_of_aden,2,1,2009,13.216667,47.543333,1,imb,chipolbrok_sun,hong_kong,710,6,steaming,unspecified,1,guns_and_rpg,1,1,1,1,0,1,0,-99,4,0.194444444
4265,,actual,boarding,colombia,colombia,100,"buenaventura_anchorage,_colombia",3,1,2009,3.826667,-77.156667,1,imb,atlantic_dream,panama,95,2,anchored,1,0,unspecified,0,0,0,1,0,2,1,2,4,0.128472222
4264,,actual,hijacked,yemen,yemen,679,gulf_of_aden,3,1,2009,12.916667,45.166667,1,imb,sea_princess_ii,panama,95,8,steaming,unspecified,1,unspecified,0,0,0,1,1,1,1,1,4,0.208333333
4267,,attempted,,yemen,yemen,679,gulf_of_aden,4,1,2009,14.3,50.533333,1,imb,darin_naree,thailand,800,2,steaming,unspecified,1,unspecified,0,0,1,1,0,1,0,-99,1,0.333333333
4266,,attempted,,yemen,yemen,679,gulf_of_aden,4,1,2009,13.566667,48.708333,1,imb,vulturnus,panama,95,6,steaming,6,1,machine_guns,1,1,1,1,0,1,0,-99,4,0.236111111
4268,,attempted,,yemen,yemen,679,gulf_of_aden,4,1,2009,13.4,48.25,1,imb,donat,croatia,344,8,steaming,5,1,machine_guns,1,1,1,1,0,1,0,-99,4,0.149305556
4269,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_area_no.12,_peru",5,1,2009,-12.025,-77.218333,1,imb,spar_topaz,norway,385,2,anchored,5,0,unspecified,0,0,0,1,0,2,1,2,3,0.822916667
4270,,actual,boarding,kenya,kenya,501,"off_kiunga,_kenya",8,1,2009,-1.743,41.495,1,imb,victoria_four,tanzania,510,5,anchored,unspecified,1,unspecified,1,1,1,1,0,2,1,2,4,0.020833333
4271,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_no.1,_peru",9,1,2009,-12.025,-77.2025,1,imb,maruba_africa,liberia,450,4,anchored,unspecified,0,unspecified,1,1,1,1,0,2,1,2,4,0.0625
4272,,actual,boarding,brazil,brazil,140,"maucuripe_termina,_fortaleza_port,_brazil",10,1,2009,-3.733333,-38.516667,1,imb,challenge_pacific,singapore,830,8,berthed,4,0,unspecified,0,0,1,1,0,3,1,2,3,0.958333333
4273,,actual,boarding,venezuela,venezuela,101,"guanta_port,_venezuela",11,1,2009,10.116667,-64.593167,2,imb,ines,germany,255,4,berthed,4,1,long_knives,0,0,1,1,0,3,1,2,4,0.121527778
4274,,attempted,,haiti,haiti,41,"s1_anchorage,_port_au_prince,_haiti",12,1,2009,18.55,-72.343167,2,imb,crowley_shipper,united_kingdom,200,10,anchored,3,0,unspecified,0,0,1,1,0,2,0,-99,4,0.152777778
4275,,attempted,,yemen,yemen,679,gulf_of_aden,13,1,2009,12.408333,45.961667,1,imb,nedlloyd_barentsz,netherlands,210,4,steaming,6,1,guns_and_rpg,1,1,1,1,0,1,0,-99,1,0.340277778
4276,,attempted,,yemen,yemen,679,gulf_of_aden,14,1,2009,13.036333,47.384333,1,imb,daylam,malta,338,8,steaming,8,1,guns,0,0,1,1,0,1,0,-99,2,0.53125
4278,,attempted,,togo,togo,461,"lome_anchorage,_togo",15,1,2009,6.09,1.263333,1,imb,lake_aru,panama,95,2,steaming,4,0,unspecified,0,0,1,1,0,1,0,-99,4,0.107638889
4279,,attempted,,togo,togo,461,"lome_anchorage,_togo",15,1,2009,6.09,1.263333,1,imb,lake_aru,panama,95,2,steaming,7,1,unspecified,0,0,1,1,0,1,0,-99,4,0.072916667
4277,,actual,boarding,nigeria,nigeria,475,"lagos_outer_anchorage,_nigeria",15,1,2009,5.35,5.083333,1,imb,samho_cordelia,marshall_islands,983,3,anchored,10,1,guns_and_knives,1,1,1,1,0,2,1,2,3,0.800694444
4280,,actual,boarding,vietnam,vietnam,816,"vungtau_outer_anchorage,_vietnam",15,1,2009,10.2495,107.067,1,imb,kakusho_i,singapore,830,10,anchored,2,0,unspecified,0,0,1,1,0,2,1,2,4,0.177083333
4281,,actual,boarding,nigeria,nigeria,475,"bonny_offshore_terminal,_spm-1,_nigeria",17,1,2009,4.166667,7.233333,1,imb,front_chief,bahamas,31,8,berthed,unspecified,1,automatic_weapons_and_explosives,1,1,1,1,0,3,1,2,3,0.916666667
4282,,actual,boarding,ghana,ghana,452,"tema_roads,_ghana",19,1,2009,5.616667,-0.016667,2,imb,mol_splendor,germany,255,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.958333333
4284,,actual,boarding,colombia,colombia,100,"cartagena_anchorage_'d',_colombia",21,1,2009,10.383333,-75.55,1,imb,avocet_arrow,bahamas,31,6,anchored,1,0,unspecified,0,0,0,1,0,2,1,2,3,0.960416667
4283,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"la_pampilla_port,_peru",21,1,2009,-11.9265,-77.1265,2,imb,histria_coral,malta,338,3,berthed,6,0,unspecified,1,1,1,1,0,3,1,2,3,0.868055556
4285,,attempted,,tanzania,tanzania,510,"dar_es_salaam_roads,_tanzania",28,1,2009,-6.728333,39.308333,1,imb,flora_delmas,bahamas,31,4,steaming,4,0,unspecified,0,0,1,1,0,1,0,-99,3,0.986111111
4286,,attempted,,yemen,yemen,679,gulf_of_aden,29,1,2009,12.461667,44.175,1,imb,eleni_g,malta,338,2,steaming,unspecified,1,unspecified,0,0,1,1,0,1,0,-99,1,0.263888889
4288,,actual,hijacked,yemen,yemen,679,gulf_of_aden,29,1,2009,14.166667,50.966667,1,imb,longchamp,bahamas,31,7,steaming,unspecified,1,unspecified,1,1,0,1,1,1,1,1,4,0.152777778
4287,,actual,boarding,indonesia,indonesia,850,"balongan_anchorage,_indonesia",29,1,2009,-6.173333,108.425,1,imb,elka_athina,greece,350,3,anchored,4,0,unspecified,0,0,0,0,0,2,1,2,4,0.15625
4289,,actual,boarding,vietnam,vietnam,816,"ho_chi_minh_city_mooring_buoys_rq2,_vietnam",1,2,2009,10.566667,107.016667,2,imb,bossclip_trader,bahamas,31,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.0625
4290,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_no.1,_peru",6,2,2009,-12.025,-77.205,1,imb,csav_maresias,marshall_islands,983,4,anchored,6,1,long_knives,1,1,1,1,0,2,1,2,3,0.833333333
4291,,actual,boarding,brazil,brazil,140,"off_itaparica_marina,_brazil",8,2,2009,-12.886333,-38.673833,1,imb,pico_alto,brazil,140,10,anchored,2,1,guns,1,1,0,1,0,2,1,2,4,early_hours
4292,,actual,boarding,india,india,750,"kakinada_lightering_anchorage,_india",9,2,2009,17.016667,82.366667,1,imb,port_shanghai,panama,95,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.979166667
4293,,attempted,,nigeria,nigeria,475,"off_se_of_pennington_terminal,_nigeria",10,2,2009,5.983333,5.783333,1,imb,aramis,liberia,450,8,steaming,10,1,unspecified,1,1,1,1,0,1,0,-99,3,0.795138889
4294,,attempted,,yemen,yemen,679,"108nm_se_of_socotra_island,_somalia",11,2,2009,10.65,54.846667,1,imb,ocean_diamond,panama,95,2,steaming,5,1,rpg_and_assault_guns,1,1,1,1,0,1,0,-99,1,0.270833333
4295,,attempted,,yemen,yemen,679,"58nm_south_of_balhaf,_gulf_of_aden",11,2,2009,12.991667,48.281667,1,imb,polaris,marshall_islands,983,8,steaming,7,1,uguns,0,0,1,1,0,1,0,-99,1,0.479166667
4296,,attempted,,yemen,yemen,679,gulf_of_aden,12,2,2009,13.15,49.15,1,imb,jolbos,cyprus,352,2,steaming,5,1,rpg,1,1,1,1,0,1,0,-99,2,0.604166667
4298,,attempted,,yemen,yemen,679,gulf_of_aden,12,2,2009,12.733333,47.77,1,imb,prem_divya,india,750,8,steaming,5,1,unspecified,1,1,1,1,0,1,0,-99,4,0.000694444
4297,,actual,boarding,malaysia,malaysia,820,"off_tanjung_bulat,_malaysia",12,2,2009,1.301,104.240333,1,imb,arya_payam,cyprus,352,2,anchored,5,0,unspecified,0,0,0,1,0,2,1,2,4,0.2
4300,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage,_peru",14,2,2009,-12.5,-77.166667,2,imb,csav_santos,liberia,450,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.125
4299,,actual,boarding,nigeria,nigeria,475,"lagos_entrance,_nigeria",14,2,2009,6.25,3.316667,1,imb,histria_tiger,liberia,450,3,anchored,12,1,ak-47,1,1,1,1,0,2,1,2,3,0.889583333
4301,,actual,boarding,tanzania,tanzania,510,"dar_es_salaam_roads,_tanzania",14,2,2009,-6.716667,39.333333,1,imb,safmarine_zambezi,liberia,450,4,anchored,5,1,knives,1,1,1,0,0,2,1,2,4,0.020833333
4302,,actual,boarding,malaysia,malaysia,820,"off_tanjung_penyusup,_malaysia",15,2,2009,1.295,104.168333,1,imb,mandakini,india,750,2,anchored,5,1,knives,1,1,1,1,0,2,1,2,4,0.135416667
4303,,actual,boarding,malaysia,malaysia,820,malacca_straits,16,2,2009,4.9173,99.2682,4,imb,majullah_jasmine,st.kitts_and_nevis,60,8,steaming,unspecified,1,guns_and_knives,0,0,1,1,0,1,1,2,-99,
4304,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_no.12,_peru",18,2,2009,-12.5,-77.166667,2,imb,norasia_polaris,liberia,450,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.829861111
4305,,attempted,,internationa_waters_(indian_ocean),somalia,520,east_coast_of_somalia,19,2,2009,4.55,52.916667,1,imb,thai_union_1,thailand,800,5,steaming,5,1,unspecified,1,1,1,1,0,1,0,-99,2,0.6875
4306,,actual,boarding,malaysia,malaysia,820,malacca_straits,19,2,2009,5.175,99.1005,1,imb,mlc_nancy_5_&_miclyn_3316,singapore,830,1,steaming,12,0,unspecified,1,1,1,1,1,1,1,2,2,0.604166667
4307,,attempted,,yemen,yemen,679,gulf_of_aden,21,2,2009,14.518333,53.718333,1,imb,bahia,cyprus,352,6,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,3,0.791666667
4308,,attempted,,nigeria,nigeria,475,"20.5nm_off_onne,_nigeria",22,2,2009,3.9935,6.770833,1,imb,khatanga,russia,365,8,steaming,5,1,automatic_guns,1,1,1,1,0,1,0,-99,3,0.986111111
4309,,actual,hijacked,yemen,yemen,679,gulf_of_aden,22,2,2009,12.566333,47.022,1,imb,saldanha,malta,338,2,steaming,unspecified,1,unspecified,0,0,0,1,1,1,1,1,4,0.166666667
4310,,actual,boarding,india,india,750,"kakinada_anchorage,_india",22,2,2009,17.027333,82.387667,1,imb,janesia_asphalt_i,panama,95,10,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.104166667
4312,,actual,boarding,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_no.1,_peru",24,2,2009,-12.02,-77.196667,1,imb,cscl_sao_paulo,hong_kong,710,4,anchored,8,1,unspecified,1,1,1,1,0,2,1,2,3,0.914583333
4311,,attempted,,yemen,yemen,679,gulf_of_aden,24,2,2009,13.866667,49.7,1,imb,lia,liberia,450,8,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,2,0.524305556
4313,,attempted,,yemen,yemen,679,gulf_of_aden,25,2,2009,13.14,49.158333,1,imb,yan_dang_hai,china,710,2,steaming,4,1,rocket_launcher,1,1,1,1,0,1,0,-99,1,0.4375
4314,,attempted,,djibouti,djibouti,522,"straits_of_bab_el_mandeb,_red_sea",26,2,2009,12.183333,43.516667,1,imb,diana_c,panama,95,2,steaming,unspecified,1,unspecified,0,0,1,1,0,1,0,-99,4,0.25
4315,,actual,boarding,india,india,750,"cochin_anchorage,_india",27,2,2009,9.966667,76.25,2,imb,ganda,italy,325,6,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0
4316,,attempted,,yemen,yemen,679,gulf_of_aden,2,3,2009,12.15,45.55,1,imb,pro_alliance,panama,95,8,steaming,unspecified,1,guns,1,1,1,1,0,1,0,-99,1,0.284027778
4317,,attempted,,yemen,yemen,679,gulf_of_aden,3,3,2009,13.033333,48.716667,1,imb,courier,antigua_and_barbuda,58,4,steaming,unspecified,1,rpg_and_rifles,1,1,1,1,0,1,0,-99,1,0.258333333
4318,,attempted,,yemen,yemen,679,gulf_of_aden,4,3,2009,12.298333,44.165,1,imb,consul_pope,malta,338,2,steaming,5,1,unspecified,0,0,1,1,0,1,0,-99,1,0.315972222
4319,,attempted,,internationa_waters_(arabian_sea),india,750,"900nm_off_somalia,_indian_ocean",5,3,2009,7.933333,65.466667,1,imb,prabhu_daya,singapore,830,2,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,4,0.15625
4320,,actual,boarding,india,india,750,"kakinada_anchorage,_india",7,3,2009,16.991667,82.358333,1,imb,magic,liberia,450,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.9375
4321,,actual,boarding,vietnam,vietnam,816,"vung_tau_anchorage,_vietnam",8,3,2009,10.265,107.128333,1,imb,olympian_racer,cyprus,352,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,1,0.496527778
4322,,attempted,,internationa_waters_(arabian_sea),yemen,679,off_somalia,9,3,2009,8.085,58.718333,1,imb,shanghai_venture,hong_kong,710,2,steaming,unspecified,1,rpg_and_rifles,1,1,1,1,0,1,0,-99,2,0.729166667
4323,,attempted,,internationa_waters_(arabian_sea),yemen,679,"385nm_se_of_socotra_island,_somalia",10,3,2009,8.75,59.163333,1,imb,mar_reina,panama,95,2,steaming,unspecified,1,small_arms,1,1,1,1,0,1,0,-99,4,0.197916667
4326,,actual,boarding,nigeria,nigeria,475,"lagos_anchorage,_nigeria",11,3,2009,6.33,3.429167,1,imb,emirates_swan,singapore,830,3,anchored,unspecified,1,"guns,_knives_and_iron",1,1,0,1,0,2,1,2,4,0.119444444
4325,,attempted,,internationa_waters_(indian_ocean),seychelles,591,"about_360nm_se_of_mogadishu,_somalia",11,3,2009,-4.033333,46.55,1,imb,chong_chon_gang,north_korea,731,6,steaming,unspecified,1,rpg_and_automatic_guns,1,1,1,1,0,1,0,-99,3,0.930555556
4324,,attempted,,yemen,yemen,679,"88nm_off_al_mukalla,_gulf_of_aden",11,3,2009,13.275,49.738333,1,imb,atalanta,marshall_islands,983,2,steaming,6,0,unspecified,0,0,1,1,0,1,0,-99,4,0.222222222
4327,,attempted,,internationa_waters_(arabian_sea),yemen,679,off_somalia,13,3,2009,7.183333,58.833333,1,imb,felipe_ruano,spain,230,5,steaming,6,1,automatic_weapons,0,0,1,1,0,1,0,-99,1,0.300694444
4328,,attempted,,yemen,yemen,679,"47nm_off_al_mukalla,_gulf_of_aden",14,3,2009,13.675,49.291667,1,imb,diamond_falcon,vietnam,816,2,steaming,unspecified,1,unspecified,1,1,1,1,0,1,0,-99,1,0.260416667
4329,,actual,boarding,bangladesh,bangladesh,771,"chittagong_anchorage_'c'_,_bangladesh",15,3,2009,22.178333,91.776667,1,imb,oel_singapore,singapore,830,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,1,0.302083333
4330,,actual,hijacked,seychelles,seychelles,591,"enroute_from_seychelles_to_madagascar,_off_southern_somalia",16,3,2009,-8.1854,51.791,5,imb,serenity,seychelles,591,10,steaming,unspecified,0,unspecified,0,0,0,1,1,1,1,1,-99,
4331,,attempted,,yemen,yemen,679,"straits_of_bab_el_mandeb,_red_sea",16,3,2009,12.556667,43.425,1,imb,northern_star,panama,95,2,steaming,unspecified,1,machine_guns,0,0,1,1,0,1,0,-99,2,0.628472222
4332,,actual,hijacked,yemen,yemen,679,gulf_of_aden,19,3,2009,12.583333,47.35,1,imb,titan,st._vincent_and_grenadine,57,2,steaming,6,1,pistols,0,0,0,1,1,1,1,1,2,0.604166667
4335,,attempted,,eritrea,eritrea,531,southern_red_sea,20,3,2009,13.71,42.463333,1,imb,valle_di_aragona,italy,325,3,steaming,5,0,unspecified,0,0,1,1,0,1,0,-99,4,0.25
4333,,attempted,,seychelles,seychelles,591,off_somalia,20,3,2009,-7.863333,45.075,1,imb,ryu_gyong,north_korea,731,6,steaming,5,1,guns,0,0,1,1,0,1,0,-99,1,0.418055556
4334,,attempted,,yemen,yemen,679,gulf_of_aden,20,3,2009,13.166667,49.216667,1,imb,iasonas,liberia,450,8,steaming,5,0,unspecified,0,0,1,1,0,1,0,-99,4,0.229166667
4336,,actual,boarding,somalia,somalia,520,145nm_east_of_somalia_coast,21,3,2009,4.183333,50.416667,1,imb,al_rafiquei,india,750,10,steaming,unspecified,0,unspecified,1,1,1,1,0,1,1,2,4,0.208333333
4337,,attempted,,seychelles,seychelles,591,"about_433nm_se_of_mogadishu,_somalia",22,3,2009,-2.446667,51.188333,1,imb,msc_denisse,panama,95,4,steaming,unspecified,1,ak47_and_rpg,1,1,1,1,0,1,0,-99,1,0.361111111
4338,,attempted,,internationa_waters_(indian_ocean),seychelles,591,"about_380nm_se_of_mogadishu,_somalia",22,3,2009,-2.245,50.225,1,imb,patanassa,st._vincent_and_grenadine,57,2,steaming,unspecified,1,automatic_weapons_and_rpg,1,1,1,1,0,1,0,-99,1,0.402777778
4339,,attempted,,seychelles,seychelles,591,"about_490nm_se_of_mogadishu,_somalia",22,3,2009,-2.766667,52.186,1,imb,jasmine_ace,cayman_islands,200,10,steaming,unspecified,1,guns_and_rpg,1,1,1,1,0,1,0,-99,2,0.546527778
4340,,attempted,,internationa_waters_(indian_ocean),somalia,520,"212nm_of_mogadishu,_somalia",23,3,2009,2.466667,50.816667,1,imb,ryu_gyong,north_korea,731,6,steaming,unspecified,1,automatic_weapons,1,1,1,1,0,1,0,-99,2,0.736111111
4341,,actual,boarding,thailand,thailand,800,"off_koh_tong_(tong_island),_satun_province,_thailand",24,3,2009,6.666667,99.233333,1,imb,mr._bean,united_kingdom,200,9,unspecified,3,1,knives_and_hammer,1,1,0,1,0,-99,1,2,1,0.416666667
4346,,actual,boarding,haiti,haiti,41,"port_au_prince_outer_anchorage_s1,_haiti",25,3,2009,18.566667,-72.521667,1,imb,iver_prosperity,marshall_islands,983,3,anchored,2,1,knives,0,0,0,1,0,2,1,2,4,0.013888889
4345,,attempted,,eritrea,eritrea,531,southern_red_sea,25,3,2009,13.516667,42.566667,1,imb,mount_adams,hong_kong,710,2,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,2,0.506944444
4343,,attempted,,internationa_waters_(indian_ocean),seychelles,591,"about_600nm_east_of_mogadishu,_somalia",25,3,2009,0.401667,56.025,1,imb,explorer_iii,netherlands,210,10,steaming,unspecified,0,unspecified,0,0,1,1,0,1,0,-99,1,0.3125
