Incident Reference,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,IMO?,Location Description,Day,Month,Year,Hour (24-Hr Format),Latitude GPS,Latitude Direction,Lat Degrees,Lat Minutes,Lat Decimal Degrees,Longitude GPS,Longitude Direction,Long Degrees,Long Minutes,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
4861,Actual,Boarded,Nigeria,Nigeria,475,,"Off Bonny Port, Nigeria",2,7,2010,17:19,4:11.25,North,4.0000,11.2500,4.1875,6:55.04,East,6.0000,55.0400,6.9173,1,IMB,BBC Polonia,Antigua & Barbuda,58,6,Steaming,12,1,Guns,4,1,0,1,1,1,1,2,2,5:19:00 PM
4893,Attempted,,Yemen,Yemen,679,,Gulf of Aden,8,8,2010,23:20,12:11.6,North,12.0000,11.6000,12.1933,45:43.6,East,45.0000,43.6000,45.7267,1,IMB,Aniek,Antigua & Barbuda,58,6,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,-99,3,11:20:00 PM
4897,Attempted,,Eritrea,Eritrea,531,,Red Sea,11,8,2010,6:40,13:35.92,North,13.0000,35.9200,13.5987,42:38.10,East,42.0000,38.1000,42.6350,1,IMB,Aniek,Antigua & Barbuda,58,6,Steaming,Unspecified,1,"Guns, RPG",4,1,0,1,0,1,0,-99,1,6:40:00 AM
4913,Attempted,,Yemen,Yemen,679,,Gulf of Aden,22,8,2010,4:35,13:19.5,North,13.0000,19.5000,13.3250,49:49.0,East,49.0000,49.0000,49.8167,1,IMB,Beluga Family,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Guns,3,1,0,1,0,1,0,-99,4,4:35:00 AM
4987,Actual,Boarded,Internationa Waters (Indian Ocean),Seychelles,591,,"Indian Ocean, off Somalia",24,10,2010,5:42,3:29.0,North,3.0000,29.0000,3.4833,59:35.0,East,59.0000,35.0000,59.5833,1,IMB,Beluga Fortune,Antigua & Barbuda,58,6,Steaming,Unspecified,1,"Guns, RPG",4,1,0,1,0,1,1,2,4,5:42:00 AM
5027,Actual,Boarded,Internationa Waters (Arabian Sea),India,750,,"Arabian Sea, off Somalia",11,11,2010,0:45,17:13.0,North,17.0000,13.0000,17.2167,65:01.0,East,65.0000,1.0000,65.0167,1,IMB,BBC Orinoco,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Unknown,3,1,0,1,0,1,1,2,4,12:45:00 AM
5055,Actual,Boarded,Internationa Waters (Arabian Sea),India,750,,"Around 950nm E of Raas Zaafuun, Somalia",26,11,2010,12:55,9:39.0,North,9.0000,39.0000,9.6500,67:23.0,East,67.0000,23.0000,67.3833,1,IMB,MCL Bremen,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Unknown,3,1,0,1,0,1,1,2,2,12:55:00 PM
5099,Actual,Hijacked,Oman,Oman,698,,"Off Oman, off Somalia",27,12,2010,6:23,18:10.0,North,18.0000,10.0000,18.1667,57:50.0,East,57.0000,50.0000,57.8333,1,IMB,EMS River,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Unknown,4,1,0,1,0,1,1,1,1,6:23:00 AM
5572,Actual,Boarded,India,India,750,,"Kandla Anchorage, India (Located coordinates)",25,1,2012,1:00,23:1.46,North,23.0000,1.4600,23.0243,70:13.22,East,70.0000,13.2200,70.2203,2,IMB,Annette,Antigua & Barbuda,58,6,Anchored,10,0,Unknown,0,0,0,1,0,2,1,2,4,1:00:00 AM
5577,Attempted,,Internationa Waters (Indian Ocean),Yemen,679,,"Around 620nm NE of Mogadishu, Somalia",28,1,2012,10:42,4:55.0,North,4.0000,55.0000,4.9167,58:14.0,East,58.0000,14.0000,58.2333,1,IMB,BBC California,Antigua & Barbuda,58,6,Steaming,5,1,Unspecified,3,1,0,1,0,1,0,-99,1,10:42:00 AM
5769,Actual,Boarded,Haiti,Haiti,41,,"Port Au Prince-Anchorage, Haiti",21,9,2012,1:35,18:33.09,North,18.0000,33.0900,18.5515,72:22.01,West,72.0000,22.0100,-72.3668,1,IMB,Western Cruiser,Antigua & Barbuda,58,6,Anchored,3,1,Machetes,4,1,0,1,0,2,1,2,4,1:35:00 AM
1378,Attempted,Fired Upon,Nigeria,Nigeria,475,,Somalia (Coordinates are located inland in Northern Nigeria),7,5,2000,,13:07.0,North,13,7.00,13.1166667,4:37.0,East,4,37.00,4.6167,1,IMB,Jasali,Antigua & Barbuda,58,9,Steaming,Unspecified,1,Guns,4,1,None,1,0,1,0,3,-99,
3038,Actual,Boarded,Guinea,Guinea,438,,"Conakry Port, Guinea",23,6,2004,4:00,9:30.59,North,9.0000,30.5900,9.5098333,13:42.56,West,13.0000,42.5600,-13.7093,2,IMB,Norrland,Antigua & Barbuda,58,10,Berthed,Unspecfied,1,Knives,3,1,Unspecified,1,0,3,1,2,4,4:00:00 AM
5222,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Alpha Anchorage, Bangladesh",12,3,2011,6:00,22:15,North,22.0000,15.0000,22.2500,091:45,East,91.0000,45.0000,91.7500,1,IMB,Larch Arrow,Antigua and Barbuda,58,2,Anchored,4,1,Long knives,1,1,1,1,0,2,1,2,4,6:00:00 AM
5479,Attempted,,Comoros,Comoros,581,,"Off Grande Comore Island, Comoros. Off Somalia",11,10,2011,7:55,11:26.3,South,11.0000,26.3000,-11.4383,042:34.8,East,42.0000,34.8000,42.5800,1,IMB,Colorado,Antigua and Barbuda,58,2,Steaming,5,1,Guns,0,0,0,1,0,1,0,-99,1,7:55:00 AM
5889,Actual,Boarded,Indonesia,Indonesia,850,1,"Adang Bay Anchorage, Indonesia",14,3,2013,4:02,01:40.2,South,1.0000,40.2000,-1.6700,116:39.1,East,116.0000,39.1000,116.6517,1,IMB,Kilian S,Antigua and Barbuda,58,2,Anchored,3,1,Long knives,0,0,0,1,0,2,1,2,4,4:02:00 AM
96,,,Indonesia,Indonesia,850,,Indonesia,28,10,1993,4:30,00.19.72,South,4,44,-4.7333333,098:35,East,98,35,98.5833,1,IMB,Mv Impala,Antigua and Barbuda,58,4,Unspecified,,,,,,,,,-99,-99,-99,4,4:30:00 AM
102,,,Indonesia,Indonesia,850,,"Belawan Port, Indonesia",9,12,1993,,00.00.26,North,3,46.6,3.7766667,000.06.85,East,98,40.6,98.6767,2,IMB,Mv Sea Laurel,Antigua and Barbuda,58,4,Unspecified,,,,,,,,,-99,-99,-99,-99,
1006,Actual,Boarding,Senegal,Senegal,433,,"Dakar, Senegal",10,3,1999,,00.61.11,North,14,40,14.6666667,000.72.36,West,17,22,-17.3667,4,IMB,Carola,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,2,-99,
1014,Actual,Boarding,Venezuela,Venezuela,101,,"Guanta, Venezuela",16,3,1999,,00.42.15,North,10,7,10.1166667,64:35.59,West,64,35.59,-64.5932,2,IMB,,Antigua and Barbuda,58,4,Berthed,4,0,Unspecified,,0,0,1,0,3,1,2,-99,
1015,Actual,Boarding,Venezuela,Venezuela,101,,"Guanta, Venezuela",16,3,1999,,00.42.15,North,10,7,10.1166667,64:35.59,West,64,35.59,-64.5932,2,IMB,Cielo Del Venezuela,Antigua and Barbuda,58,4,Berthed,Unspecified,0,Unspecified,,1,0,1,0,3,1,2,-99,
1029,Actual,Boarding,Ghana,Ghana,452,,"Tema, Ghana",2,4,1999,,00.23.33,North,5,36,5.6,000.00.35,East,1,5,1.0833,1,IMB,P & O Nedlloyd Lagos,Antigua and Barbuda,58,4,Anchored,6,0,Unspecified,,0,1,1,0,2,1,2,-99,
1037,Attempted,,Somalia,Somalia,520,,"Somali Coast, Somalia",11,4,1999,,07:18.8,North,7,18.8,7.3133333,49:547.6,East,49,54.6,49.9100,1,IMB,Karin S,Antigua and Barbuda,58,4,Steaming,Unspecified,1,Unspecified,,0,0,1,0,1,0,-99,-99,
1078,Actual,Boarding,Brazil,Brazil,140,,"Santos, Brazil",1,6,1999,,23:58.57,South,23,58.57,-23.9761667,46:17.23,West,46,17.23,-46.2872,2,IMB,,Antigua and Barbuda,58,4,Berthed,10,0,Unspecified,,0,1,1,0,3,1,2,-99,
1079,Actual,Boarding,Brazil,Brazil,140,,"Santos, Brazil",1,6,1999,,23:58.57,South,23,58.57,-23.9761667,46:17.23,West,46,17.23,-46.2872,2,IMB,Jork,Antigua and Barbuda,58,4,Berthed,10,1,Unspecified,,0,1,1,0,3,1,2,-99,
1741,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",12,1,2001,23:55,00.92.57,North,22,13,22.2166667,91:47.59,East,91,47.59,91.7932,2,IMB,Actuaria,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,0,-99,3,11:55:00 PM
1761,Actual,Boarding,Thailand,Thailand,800,,"Bagkok bar, Thailand",3,2,2001,1:05,13:20.51,North,13,20.51,13.3418333,100:36.17,East,100,36.17,100.6028,1,IMB,Malaysia Star I,Antigua and Barbuda,58,4,Anchored,8,0,Unspecified,,0,0,1,0,2,1,2,4,1:05:00 AM
1762,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",4,2,2001,23:00,00.92.57,North,22,13,22.2166667,91:47.59,East,91,47.59,91.7932,2,IMB,Actuaria,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,0,-99,3,11:00:00 PM
1887,Actual,Boarding,Madagascar,Madagascar,580,,"Toamasina, Madagascar",24,6,2001,,18:08.59,South,18,8.59,-18.1431667,002.05.90,East,49,25,49.4167,2,IMB,,Antigua and Barbuda,58,4,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,-99,
1950,Attempted,,Ecuador,Ecuador,130,,"10 miles off Data Sea Buoy, Guayaquil, Ecuador",23,8,2001,3:50,00.09.44,South,2,16,-2.2666667,79:54.0,West,79,54,-79.9000,3,IMB,CSAV Manzanillo,Antigua and Barbuda,58,4,Anchored,10,1,Unspecified,,0,0,1,0,2,0,-99,4,3:50:00 AM
2019,Actual,Boarding,Ecuador,Ecuador,130,,"Guayaquil, Ecuador",22,11,2001,20:54,00.09.44,South,2,16,-2.2666667,79:54.0,West,79,54,-79.9000,4,IMB,Maersk La Guaira,Antigua and Barbuda,58,4,Steaming,3,0,Unspecified,,0,0,1,0,1,1,2,3,8:54:00 PM
2464,Actual,Boarding,Tanzania,Tanzania,510,,"Berth No. 11, Dar Es Salaam, Tanzania",1,2,2003,2:30,6:46.5,South,6,46.5,-6.775,39:21.2,East,39,21.2,39.3533,2,IMB,India Star,Antigua and Barbuda,58,4,Berthed,Unspecified,0,Unspecified,,0,1,0,0,3,1,2,4,2:30:00 AM
2608,Attempted,,Malaysia,Malaysia,820,,Northern Entrance of Malacca Straits,12,5,2003,6:30,00.21.67,North,5,12,5.2,004.10.63,East,98,33,98.5500,1,IMB,Mare Phoenicium,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,1,6:30:00 AM
2651,Attempted,,Senegal,Senegal,433,,"Dakar, Senegal",21,6,2003,5:50,00.61.11,North,14,40,14.6666667,000.72.36,West,17,22,-17.3667,4,IMB,Lisboa,Antigua and Barbuda,58,4,Steaming,5,0,Unspecified,,0,0,1,0,1,0,-99,4,5:50:00 AM
2690,Actual,Boarding,Vietnam,Vietnam,816,,"Vung Tau Anchorage, Vietnam",16,7,2003,5:30,10:20.64,North,10,20.64,10.344,107:03.41,East,107,3.41,107.0568,2,IMB,Artus,Antigua and Barbuda,58,4,Anchored,6,0,Unspecified,,0,0,1,0,2,1,2,4,5:30:00 AM
2697,Attempted,,Venezuela,Venezuela,101,,"Maracaibo Channel, Vicinity of Isla Pescadores, Venezuela",22,7,2003,22:35,,,,,10.8711,,,,,-68.2128,4,IMB,Maersk Patagonia,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,0,0,1,0,-99,3,10:35:00 PM
2726,Actual,Boarding,Senegal,Senegal,433,,"Off Dakar Port, Senegal",10,8,2003,1:50,00.61.11,North,14,40,14.6666667,000.72.36,West,17,22,-17.3667,4,IMB,Delmas Casablanca,Antigua and Barbuda,58,4,Steaming,3,0,Unspecified,,0,1,1,0,1,1,2,4,1:50:00 AM
2753,Attempted,,Indonesia,Indonesia,850,,"Vicinity of Bintan Island, Indonesia",1,9,2003,2:00,01:19.3,North,1,19.3,1.3216667,104:46.9,East,104,46.9,104.7817,1,IMB,Jacqueline,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,2:00:00 AM
3240,Actual,Boarding,Indonesia,Indonesia,850,,"Panjang Outer Roads, Indonesia",30,3,2005,22:55,5:28.29,South,5.0000,28.2900,-5.4715,105:17.93,East,105.0000,17.9200,105.2987,1,IMB,Jacqueline,Antigua and Barbuda,58,4,Anchored,6,1,Knives,1,1,1,0,0,2,1,2,3,10:55:00 PM
3268,Actual,Boarding,Indonesia,Indonesia,850,,"Tg. Priok Outer Roads, Indonesia",3,5,2005,7:00,6:5.32,South,6.0000,5.3200,-6.0887,106:52.50,East,106.0000,52.5000,106.8750,2,IMB,Jacqueline,Antigua and Barbuda,58,4,Anchored,6,1,Steel bars,0,0,0,0,0,2,1,2,1,7:00:00 AM
3284,Actual,Boarding,Jamaica,Jamaica,51,,"Kingston Outer Anchorage, Jamaica",24,5,2005,10:00,17:52.7,North,17.0000,52.7000,17.8783,076:47.1,West,76.0000,47.1000,-76.7850,1,IMB,Stadt Kiel,Antigua and Barbuda,58,4,Anchored,5,1,Knives,1,1,1,1,0,2,1,2,1,10:00:00 AM
3326,Attempted,,Somalia,Somalia,520,,East Coast of Somalia,16,7,2005,13:25,3:05,North,3.0000,5.0000,3.0833,48:05,East,48.0000,5.0000,48.0833,1,IMB,Hanseduo,Antigua and Barbuda,58,4,Steaming,4,1,Guns,1,1,0,1,0,1,0,-99,2,1:25:00 PM
3703,Attempted,,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Callao Anchorage, Peru",16,1,2007,18:15,12:01.75,South,12.0000,1.7500,-12.0292,77:11.77,West,77.0000,11.7700,-77.1962,1,IMB,Maersk Rotterdam,Antigua and Barbuda,58,4,Anchored,5,1,Knives,0,0,0,1,0,2,0,-99,3,6:15:00 PM
3751,Actual,Boarded,Tanzania,Tanzania,510,,"23NM East of Dar Es Salaam Entrance Channel, Tanzania",5,4,2007,Afternoon,6:36,South,6.0000,36.0000,-6.6000,39:36,East,39.0000,36.0000,39.6000,1,IMB,MOL Rise,Antigua and Barbuda,58,4,Steaming,Unspecified,1,Crowbars,0,0,1,1,0,1,1,2,2,Afternoon
3831,Actual,Boarded,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Pier 5D, Callao Port, Peru",3,7,2007,22:15,12:02.37,South,12.0000,2.3700,-12.0395,77:08.39,West,77.0000,8.3900,-77.1398,1,IMB,Madeleine,Antigua and Barbuda,58,4,Berthed,3,1,Knives,1,1,1,1,0,3,1,2,3,10:15:00 PM
3834,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,,Somalia,8,7,2007,2:45,00:19,North,0.0000,19.0000,0.3167,50:45,East,50.0000,45.0000,50.7500,1,IMB,Trave Trader,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,0,-99,4,2:45:00 AM
3881,Attempted,,Thailand,Thailand,800,,Malacca Straits,28,8,2007,5:30,6:06.9,North,6.0000,6.9000,6.1150,98:30.7,East,98.0000,30.7000,98.5117,1,IMB,Martha Russ,Antigua and Barbuda,58,4,Steaming,10,1,Unspecified,0,0,0,1,0,1,0,-99,4,5:30:00 AM
3929,Attempted,,Mozambique,Mozambique,541,,"Nacala Anchorage, Mozambique",26,10,2007,1:42,14:31.73,South,14.0000,31.7300,-14.5288,40:39.85,East,40.0000,39.8500,40.6642,1,IMB,Border,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,0,1,0,2,0,-99,4,1:42:00 AM
3928,Actual,Boarded,Mozambique,Mozambique,541,,"Nacala Anchorage, Mozambique",26,10,2007,4:10,14:31.73,South,14.0000,31.7300,-14.5288,40:39.85,East,40.0000,39.8500,40.6642,1,IMB,Border,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,0,0,2,1,2,4,4:10:00 AM
3930,Actual,Boarded,Brazil,Brazil,140,,"Santos Outer Roads Anchorage No.4, Brazil",27,10,2007,20:15,24:08.9,South,24.0000,8.9000,-24.1483,46:19.8,West,46.0000,19.8000,-46.3300,1,IMB,Conrad S,Antigua and Barbuda,58,4,Anchored,Unspecified,1,Guns,0,0,1,1,0,2,1,2,3,8:15:00 PM
3934,Actual,Boarded,Tanzania,Tanzania,510,,"Dar Es Salaam, Tanzania",31,10,2007,13:20,6:44.84,South,6.0000,44.8400,-6.7473,39:35.02,East,39.0000,35.0200,39.5837,1,IMB,Emirates Gondwana,Antigua and Barbuda,58,4,Steaming,10,0,Unspecified,0,0,1,1,0,1,1,2,2,1:20:00 PM
3940,Actual,Boarded,Mozambique,Mozambique,541,,"Beira Container Terminal, Mozambique",5,11,2007,21:30,19:49.24,South,19.0000,49.2600,-19.8210,34:50,East,34.0000,50.0000,34.8333,1,IMB,Border,Antigua and Barbuda,58,4,Berthed,Unspecified,0,Unspecified,0,0,1,1,0,3,1,2,3,9:30:00 PM
3951,Actual,Boarded,Tanzania,Tanzania,510,,"Port of Dar Es Salaam, Tanzania",9,12,2007,21:15,6:44,South,6.0000,44.0000,-6.7333,39:32,East,39.0000,32.0000,39.5333,1,IMB,Jasper S,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,1,2,3,9:15:00 PM
4317,Attempted,,Yemen,Yemen,679,,Gulf of Aden,3,3,2009,6:12,13:02,North,13.0000,2.0000,13.0333,048:43,East,48.0000,43.0000,48.7167,1,IMB,Courier,Antigua and Barbuda,58,4,Steaming,Unspecified,1,RPG and rifles,1,1,1,1,0,1,0,-99,1,6:12:00 AM
4399,Actual,Boarding,Indonesia,Indonesia,850,,"Off Pulau Mangkai, South China Sea",22,4,2009,21:45,03:10.8,North,3.0000,10.8000,3.1800,105:28.5,East,105.0000,28.5000,105.4750,1,IMB,Ellen S,Antigua and Barbuda,58,4,Steaming,5,1,Long knives,0,0,1,1,0,1,1,2,3,9:45:00 PM
4411,Attempted,,Seychelles,Seychelles,591,,"Alphouse Island, Off Southern Somalia",30,4,2009,2:24,07:46,South,7.0000,46.0000,-7.7667,051:32,East,51.0000,32.0000,51.5333,1,IMB,Jasper S,Antigua and Barbuda,58,4,Steaming,9,1,Automatic weapons and RPG,1,1,1,1,0,1,0,-99,4,2:24:00 AM
4434,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Pier 5D, Callao Port, Peru",9,5,2009,0:01,12:03,South,12.0000,30.0000,-12.5000,77:10,West,77.0000,10.0000,-77.1667,2,IMB,Cap Villano,Antigua and Barbuda,58,4,Berthed,Unspecified,0,Unspecified,0,0,1,1,0,3,1,2,4,12:01:00 AM
4446,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Callao Anchorage, Peru",23,5,2009,20:45,12:01.86,South,12.0000,1.8600,-12.0310,077:11.36,West,77.0000,11.3600,-77.1893,1,IMB,Jandavid S,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,8:45:00 PM
4447,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong Anchorage 'C' , Bangladesh",23,5,2009,20:54,22:13,North,22.0000,13.0000,22.2167,91:47.59,East,91.0000,47.5900,91.7932,2,IMB,Martha Russ,Antigua and Barbuda,58,4,Anchored,8,1,Unspecified,0,0,1,1,0,2,1,2,3,8:54:00 PM
4502,Actual,Boarding,Vietnam,Vietnam,816,,"Vung Tau Outer Anchorage, Vietnam",12,7,2009,3:30,10:16.2,North,10.0000,16.2000,10.2700,107:04.6,East,107.0000,4.6000,107.0767,1,IMB,Dagmar,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,4,3:30:00 AM
4505,Actual,Boarding,Costa Rica,Costa Rica,94,,"Puerto Limon Anchorage, Costa Rica",23,7,2009,20:15,09:58.5,North,9.0000,58.5000,9.9750,083:00.5,West,83.0000,0.5000,-83.0083,1,IMB,APL Bogota,Antigua and Barbuda,58,4,Anchored,2,0,Unspecified,0,0,1,1,0,2,1,2,3,8:15:00 PM
4534,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong Anchorage 'C' , Bangladesh",9,9,2009,3:30,22:10.6,North,22.0000,10.6000,22.1767,091:46.4,East,91.0000,46.4000,91.7733,1,IMB,Sanne,Antigua and Barbuda,58,4,Anchored,2,1,Long knives,0,0,1,1,0,2,1,2,4,3:30:00 AM
4585,Actual,Boarding,Vietnam,Vietnam,816,,"Haiphong Anchorage, Vietnam",24,10,2009,20:00,20:38.5,North,20.0000,38.5000,20.6417,106:52.8,East,106.0000,52.8000,106.8800,1,IMB,Ellen S,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,8:00:00 PM
4588,Actual,Boarding,Ecuador,Ecuador,130,,"Guayaquil Anchorage, Ecuador",26,10,2009,22:22,02:30,South,2.0000,30.0000,-2.5000,080:04,West,80.0000,4.0000,-80.0667,1,IMB,Madeleine,Antigua and Barbuda,58,4,Steaming,5,1,Guns and knives,0,0,1,1,0,1,1,2,3,10:22:00 PM
4626,Attempted,,Internationa Waters (Indian Ocean),Tanzania,510,,"Around 470NM SxW Of Mogadishu, Somalia",26,11,2009,7:00,05:53,South,5.0000,53.0000,-5.8833,043:46,East,43.0000,46.0000,43.7667,1,IMB,Delmas Nacala,Antigua and Barbuda,58,4,Steaming,Unspecified,1,RPG and machine guns,1,1,1,1,0,1,0,-99,1,7:00:00 AM
4640,Actual,Boarding,Ghana,Ghana,452,,"Tema Roads, Ghana",15,12,2009,0:01,05:38.8,North,5.0000,38.8000,5.6467,000:02.9,East,0.0000,2.9000,0.0483,1,IMB,Connorth,Antigua and Barbuda,58,4,Anchored,10,1,Machetes,1,1,1,1,0,2,1,2,4,12:01:00 AM
5126,Actual,Boarded,Philippines,Philippines,840,,"Manila South Port Anchorage, Indonesia",13,1,2011,20:30,14:33.5,North,14.0000,33.5000,14.5583,120:54.0,East,120.0000,54.0000,120.9000,1,IMB,German S,Antigua and Barbuda,58,4,Anchored,6 to 7,1,Long pipes,0,0,0,1,0,2,1,2,3,8:30:00 PM
5138,Attempted,,Internationa Waters (Arabian Sea),Oman,698,,"Around 420NM East of Salalah, Oman. Off Somalia",17,1,2011,13:30,17:02,North,17.0000,2.0000,17.0333,061:33,East,61.0000,33.0000,61.5500,1,IMB,Courier,Antigua and Barbuda,58,4,Steaming,5,1,Unspecified,1,1,0,1,0,1,0,-99,2,1:30:00 PM
5318,Actual,Boarded,"Congo, DRC","Congo, DRC",490,,"Boma Anchorage, Democratic Republic of Congo",17,5,2011,23:30,5:51.95,South,5.0000,51.9500,-5.8658,13:3.11,East,13.0000,3.1100,13.0518,1,IMB,Stadt Flensburg,Antigua and Barbuda,58,4,Anchored,4,0,Unspecified,0,0,1,1,0,2,1,2,3,11:30:00 PM
5338,Actual,Boarded,Myanmar,Myanmar,775,,"Yangon River NE Anchorage, Myanmar",29,5,2011,19:30,16:38,North,16.0000,38.0000,16.6333,096:15,East,96.0000,15.0000,96.2500,1,IMB,Elena,Antigua and Barbuda,58,4,Anchored,3,1,Knives,1,1,1,1,0,2,1,2,3,7:30:00 PM
5360,Actual,Boarded,Guyana,Guyana,110,,"Georgetown Inner Anchorage, Guyana",17,6,2011,22:37,06:49.3,North,6.0000,49.3000,6.8217,058:10.2,West,58.0000,10.2000,-58.1700,1,IMB,Stadt Rotenburg,Antigua and Barbuda,58,4,Anchored,4,1,Knives,0,0,1,1,0,2,1,2,3,10:37:00 PM
5384,Actual,Boarded,Vietnam,Vietnam,816,,"Haiphong Pilot Station, Vietnam",13,7,2011,3:05,20:39.2,North,20.0000,39.2000,20.6533,106:53.6,East,106.0000,53.6000,106.8933,1,IMB,Paphos,Antigua and Barbuda,58,4,Anchored,5,1,Knives,0,0,1,1,0,2,1,2,4,3:05:00 AM
5409,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",3,8,2011,21:45,22:10.6,North,22.0000,10.6000,22.1767,091:43.3,East,91.0000,43.3000,91.7217,1,IMB,Francoise Gilot,Antigua and Barbuda,58,4,Anchored,1,0,Unspecified,0,0,0,1,0,2,1,2,3,9:45:00 PM
5511,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage 'B', Bangladesh",16,11,2011,21:00,22:12.3,North,22.0000,12.3000,22.2050,091:42.2,East,91.0000,42.2000,91.7033,1,IMB,Ellen S,Antigua and Barbuda,58,4,Anchored,5,0,Unspecified,0,0,1,1,0,2,1,2,3,9:00:00 PM
5530,Actual,Boarded,Ecuador,Ecuador,130,,"Guayaquil Data Pilot Station, Ecuador",20,12,2011,22:45,02:20.9,South,2.0000,20.9000,-2.3483,079:58.9,West,79.0000,58.9000,-79.9817,1,IMB,Ranjan,Antigua and Barbuda,58,4,Steaming,12,0,Unspecified,0,0,1,1,0,1,1,2,3,10:45:00 PM
5868,Actual,Boarded,Vietnam,Vietnam,816,1,"Haiphong Anchorage, Vietnam",14,2,2013,23:40,20:37.25,North,20.0000,37.2500,20.6208,106:51.81,East,106.0000,51.8200,106.8637,1,IMB,Selma,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,11:40:00 PM
5924,Attempted,,Nigeria,Nigeria,475,1,"Around 40NM SW of Brass, Nigeria",24,4,2013,23:45,03:51,North,3.0000,51.0000,3.8500,005:40,East,5.0000,40.0000,5.6667,1,IMB,Bosun,Antigua and Barbuda,58,4,Steaming,Unspecified,1,Unspecified,1,1,0,1,0,1,0,-99,3,11:45:00 PM
5927,Actual,Boarded,Nigeria,Nigeria,475,1,"Around 45NM WSW of Brass, Nigeria",25,4,2013,20:45,04:10,North,4.0000,10.0000,4.1667,005:30,East,5.0000,30.0000,5.5000,1,IMB,City of Xiamen,Antigua and Barbuda,58,4,Steaming,14,1,Unspecified,1,1,1,1,0,1,1,2,3,8:45:00 PM
5928,Attempted,,Nigeria,Nigeria,475,1,"Around 83NM WSW of Brass, Nigeria",26,4,2013,18:30,03:48,North,3.0000,48.0000,3.8000,004:57,East,5.0000,57.0000,5.9500,1,IMB,City of Guangzhou,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,0,-99,3,6:30:00 PM
5992,Actual,Boarded,Philippines,Philippines,840,0,"Manila North Port Anchorage, Philippines",22,7,2013,5:00,14:36.03,North,14.0000,36.0300,14.6005,120:52.51,East,120.0000,52.5100,120.8752,1,IMB,Helmuth Rambow,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,4,5:00:00 AM
581,Actual,Boarding,Brazil,Brazil,140,,"Rio de Janeiro, Brazil",9,3,1997,,00.01.59,South,22,53.6,-22.8933333,001.79.86,West,43,10,-43.1667,4,IMB,Libra Buenos Aires,Antigua and Barbuda,58,6,Unspecified,Unspecified,1,Guns,,0,1,1,0,-99,1,2,-99,
